YouTube,TikTok,Facebook,Sales
22857,76275.30588353823,9790.495485,250000
63658,12695.869123456258,9814.142049,250000
47089,12769.90605412351,9830.914528,250000
26149,19336.170755672974,9894.399513,250000
21148,21999.25299903122,10028.79375,250000
11413,75067.12635602312,10327.9977,250000
81624,40434.84307663759,10632.70776,250000
51695,15224.776561777704,10866.78924,250000
15170,29390.176717309678,10898.23168,250000
10033,28733.60771024872,11134.37354,250000
10036,67279.65786,11742.2455,250000
113391,40944.86008556635,11795.74171,250000
43539,39047.58595502132,13481.03825,250000
13764,10046.789883522646,14109.97644,250000
44514,22027.358420980625,14336.19103,250000
60749,88322.61938314188,15433.10206,250000
32225,4918.169220262731,16499.10631,250000
18715,8786.171310776797,16543.87501,250000
25104,87330.86239313384,17280.33889,250000
28121,35324.405321475366,18075.65845,250000
11388,26786.831827977498,18645.19763,250000
68008,60833.04781232428,18905.34357,250000
13755,41960.44731,18964.05385,250000
36932,31098.890780008147,19004.02211,250000
72286,44637.61106206222,19236.13553,250000
19699,40875.909199543064,19350.53338,250000
29607,28041.37028249338,19364.41403,250000
47961,11348.743704553926,19656.52139,250000
11961,11028.444941025611,19676.42221,250000
42582,22543.47461690415,20535.38803,250000
17810,31277.447780244558,21524.40274,250000
16236,40848.09051756992,21563.80426,250000
17662,49617.93563403816,21587.22753,250000
33658,71830.87513374226,22203.54825,250000
18315,52009.813951407385,22357.06674,250000
62444,16451.268921803166,22510.78142,250000
36407,31188.818458612244,22616.12633,250000
36097,28451.946404093113,23041.0605,250000
12049,88431.21523225482,23753.58689,250000
15897,60665.35205,23853.7051,250000
23674,90077.94849,23913.03918,250000
27652,26238.746875913803,24259.03682,250000
76304,80486.98973643052,24635.00823,250000
121712,9650.350465639718,25422.87395,250000
83051,22521.994781842313,25667.68364,250000
54869,7643.786194,25784.98601,250000
44222,34512.88089026903,26695.2447,250000
138594,43229.078163918566,26703.47709,250000
59649,37312.18132782854,26965.00696,250000
73851,64146.12208952338,27437.03277,250000
89376,10485.966752552478,27455.13417,250000
81819,19609.555346288696,27491.60781,250000
70800,10980.812196022654,27576.16719,250000
25763,71065.94455790361,27617.41089,250000
15801,43567.284059142694,27695.56236,250000
80557,47080.54423760141,27769.38493,250000
19443,7931.250130436641,27810.0362,250000
14624,13622.751752839926,27859.89378,250000
61477,22681.31871828092,28022.48265,250000
22741,34990.236406290285,28058.07791,250000
12065,31590.338438959916,28079.50551,250000
13028,20163.92931044243,28511.32034,250000
26840,34893.65194689507,28621.1652,250000
65075,72166.60613,28778.13385,250000
76142,17855.80831895757,28840.50457,250000
20371,48111.36895148526,29216.96002,250000
74973,84449.01297,29413.32997,250000
29444,27589.226399416722,29764.90286,250000
54098,96620.93409536968,29933.37188,250000
42888,75311.80600282301,30220.41108,250000
10775,62538.051644861516,30278.43613,250000
113211,29424.60468965274,30533.36001,250000
12164,12610.835023300562,30742.39283,250000
61984,19503.591559707696,31132.93488,250000
43813,16291.980247647485,31430.40336,250000
38636,54318.716777219655,31674.48924,250000
107484,33697.710978033705,32099.953,250000
27657,10927.19069,32551.47471,250000
65697,25549.748509016714,32700.91332,250000
74434,94251.88873404927,32792.93708,250000
29871,41079.67152765811,33137.87552,250000
39725,7269.097691408506,33154.62903,250000
32893,30507.850903435297,33397.24365,250000
38766,51543.20447211468,33453.07493,250000
97776,7817.2775681342055,34159.81107,250000
92598,34203.98877534178,34687.98928,250000
28280,14592.224361762534,34711.08246,250000
16392,14719.615418421983,34809.47152,250000
32020,38292.359557805925,34898.58173,250000
19636,70595.37809793369,35066.35677,250000
52105,9855.78689,35112.48468,250000
48731,7629.999664249048,35265.1846,250000
21221,17356.333713375658,35367.07175,250000
18869,32304.52864415198,35416.8617,250000
11891,44621.504117812416,35429.80365,250000
43750,43854.124130708755,35463.94046,250000
47351,89495.00480327426,35492.27199,250000
10137,82717.92121,35697.17643,250000
15823,27071.41044176326,35735.59866,250000
25604,55407.417302635535,35842.73722,250000
11149,58041.748615153025,35878.86962,250000
29125,37440.60998193126,35964.34283,250000
32656,29057.70720072946,35996.83729,250000
45123,24142.455481205056,36421.23264,250000
23025,69518.95980482393,36515.50979,250000
41270,39821.25787597944,36706.40338,250000
32395,61244.76886175829,36849.76743,250000
95416,75805.72605613121,36923.24599,250000
60469,31962.234749744213,37018.92039,250000
36939,59339.866935854174,37058.72026,250000
19893,53533.46977961296,37647.70941,250000
10276,21004.536954702227,37787.04872,250000
97682,36400.287354277636,37799.0344,250000
66338,31982.606207293535,37955.89721,250000
26519,39378.593672688396,38145.15778,250000
64135,70307.20548071958,38339.13855,250000
10103,53524.44867826105,38378.68202,250000
39392,14506.992157079565,38623.14722,250000
55668,44521.288247551085,38686.2301,250000
17728,43789.40983391431,39638.06836,250000
15334,85727.65258579457,39948.07851,250000
14151,47355.45204384059,40424.76955,250000
30726,34287.96235794001,40616.1653,250000
16161,54905.79257088102,40897.54136,250000
62262,15438.657817155601,41192.16272,250000
107050,15734.077192086017,41452.53157,250000
10522,93655.55960768819,41632.62362,250000
29973,35639.43428762205,41758.50682,250000
51966,15838.68136656449,41877.83432,250000
34781,37576.934327435956,42274.69597,250000
18224,57121.60485739751,42341.78162,250000
55306,46902.79250206049,42800.50885,250000
76193,63170.65551617208,43052.57459,250000
76429,46347.786347966394,43326.53254,250000
17638,59064.751920700095,43433.63403,250000
16431,24291.86989,43533.18859,250000
65607,16728.706507113955,43980.70845,250000
38212,54583.06644731559,44017.19805,250000
60681,12249.619347847065,44218.21085,250000
16244,42615.885054624996,44245.73115,250000
77486,35339.86736,44469.7366,250000
19134,17634.008602894824,44604.46297,250000
93801,20327.023066115253,44646.52778,250000
18622,32820.16787465308,44803.48384,250000
18888,14603.27814996488,44983.15824,250000
38950,85046.53563905647,45075.23009,250000
105810,21396.066883440526,45225.45277,250000
54106,24608.008082085824,45355.44403,250000
25155,43776.03422923076,45487.027,250000
14343,71399.51664773487,45676.88217,250000
30573,13483.225637843778,45821.39782,250000
61189,55786.90676282613,46112.30472,250000
13828,34777.788076566125,46282.93813,250000
14078,25757.58904952919,46421.90579,250000
42312,32454.815157059205,46659.72566,250000
40033,79969.20104,46817.2297,250000
22403,15271.613490614682,47260.73018,250000
34915,36110.722209354506,47448.56314,250000
10375,100609.89545103657,47507.32803,250000
81603,6442.664980812599,47978.27204,250000
10695,12440.50986055588,48278.75001,250000
24305,62556.16271464991,48469.52038,250000
65440,29492.133067193943,48483.62541,250000
84808,62125.978430249495,48499.85503,250000
30679,33503.89758123774,49186.63609,250000
37694,21002.717072068175,49312.00847,250000
58006,45384.74655,49586.22017,250000
31560,8651.393493484358,49841.28522,250000
51699,82572.54870834421,49856.23582,250000
16597,85232.09111874747,51076.10466,250000
76009,30172.094034934653,51645.8822,250000
25471,18538.29692867499,51785.07524,250000
15495,60555.88007459965,51840.92603,250000
11286,19721.992329603967,51865.544,250000
17897,16839.845329950098,52063.9633,250000
27562,91946.08144658786,52258.11802,250000
26985,45027.885512288645,52399.64641,250000
25304,23636.556912144148,52404.3626,250000
12504,16913.136217626237,52484.38779,250000
74568,12278.008574871092,52607.30377,250000
87519,72889.33011269037,52625.40904,250000
14506,75902.09240200168,53457.86443,250000
10151,12006.134582898414,54048.12438,250000
52410,6889.610510049193,55232.23455,250000
45452,39935.83671409766,55519.41361,250000
31205,29419.719771935117,55580.31515,250000
26699,8101.090935988976,55879.53056,250000
52253,30440.773244355707,56471.47313,250000
32807,36306.174185767355,56522.41535,250000
23308,65833.11606007395,57356.24805,250000
78335,13215.523114069925,57613.83675,250000
52965,67881.06206286588,58091.52542,250000
21231,52113.2536,58703.41854,250000
31775,32967.381022844325,58841.17162,250000
49934,45129.578201957505,58938.89131,250000
77192,38661.50425578024,59136.06609,250000
11889,51913.66013400511,59592.69919,250000
22258,12897.919665754658,59684.18465,250000
23749,51590.90754220842,60264.27636,250000
54952,8975.980636267159,60415.0587,250000
13719,45175.07995446464,60595.7888,250000
29842,9729.761282814605,61815.17995,250000
23495,33266.79036300273,62016.0573,250000
72838,12320.757842178104,62139.08855,250000
12017,32707.973131443898,62947.17531,250000
30959,47734.24044,63096.68803,250000
31331,44588.297762915136,63173.67459,250000
112647,24090.28134238337,63330.50682,250000
34756,89899.79502265848,63602.09426,250000
31802,61047.44454095581,64123.29373,250000
50250,45280.84323210054,64440.55203,250000
22149,12398.948437163972,64559.18799,250000
43540,22584.94095936555,64803.51613,250000
73833,66250.51003700314,64840.92143,250000
89419,14557.840133893951,65530.0923,250000
16977,12125.25690897574,66015.027,250000
70312,20611.629059481584,66116.57147,250000
41585,26472.146281543188,66331.16319,250000
126728,10805.824614067144,66435.89372,250000
18871,14712.620132292239,66786.73485,250000
30838,37775.60925339026,67039.15354,250000
17093,43909.25554593684,67394.30471,250000
88772,55130.62629688046,67398.90659,250000
19034,13101.384901312995,67598.2418,250000
58869,30256.202209996423,67916.18037,250000
20890,17541.832110834537,68119.19531,250000
37223,9874.474723,68294.33333,250000
26328,10861.931483822438,68558.07284,250000
20128,16762.414014767703,68717.99,250000
12064,65488.95752316578,69011.40675,250000
43505,65738.19089708809,69079.80047,250000
62478,51043.06812760734,69132.08168,250000
66217,6476.2917563196115,69240.55694,250000
26330,18860.164570811416,69553.94094,250000
16031,46499.35583339866,69942.44136,250000
47310,72134.00063877164,70195.01233,250000
129498,41570.694064270065,70247.23981,250000
142161,64479.14230735786,70318.76101,250000
76971,18945.677360913218,70469.33578,250000
14622,81529.81577701247,70489.85325,250000
51237,30697.594337265036,70805.34389,250000
27908,15471.51665449511,71119.37165,250000
30691,16799.914188468963,71336.5887,250000
13438,69700.74927871086,71367.26832,250000
28993,53581.223240194406,71507.21992,250000
24186,81174.67940914058,71777.39241,250000
10075,61829.79289229013,72006.13802,250000
15218,52748.73282,72050.14304,250000
72029,16199.69428672866,72127.1071,250000
35976,55650.85177449518,72239.51883,250000
55144,18539.811613424426,73116.43439,250000
29189,91496.47398,73129.56347,250000
16822,15044.53916,73398.1366,250000
37819,37144.64470080491,73450.1285,250000
45216,32748.386721922816,73562.23668,250000
28092,88926.25908028366,73675.58675,250000
51464,17150.06801556449,73860.80924,250000
83890,77232.58202108377,74743.40443,250000
91088,14282.302137899209,74780.98783,250000
34443,32794.675039913694,74842.73258,250000
80327,7823.473350027686,74903.22811,250000
25268,20357.44176634436,75734.08761,250000
34438,22530.74366906503,75991.83284,250000
25590,61368.130115578366,76101.52892,250000
64202,69979.78526383184,76416.10752,250000
54009,47081.56816864987,76591.46692,250000
11487,46327.19968295146,77363.3295,250000
26963,58182.50631146497,77668.53754,250000
20803,29961.38006764876,77727.951,250000
13205,22359.71434724344,77846.09151,250000
19628,9599.389057803803,77939.04175,250000
25756,65022.00055000695,78453.85279,250000
26904,55937.55322893579,78610.57144,250000
18911,33241.852357780226,78916.01946,250000
31661,37283.656991024494,79336.43837,250000
14399,31139.29142447832,79463.62193,250000
66347,12009.757532357238,79648.47434,250000
13348,36527.97072726526,79823.76372,250000
13286,56032.469111656195,79938.94471,250000
104368,19508.832013928386,80167.61472,250000
92842,42424.515104682374,80232.69635,250000
61862,19615.194689804783,81056.1422,250000
113895,20320.736135869527,81799.96863,250000
65338,9350.408510681089,81838.68574,250000
13152,66027.72007111086,82097.3372,250000
74398,35481.46024474899,82201.24464,250000
93778,32236.405592625382,82415.93434,250000
94900,54792.83990494903,82475.85705,250000
33960,8330.002979169389,82613.86805,250000
31300,15116.598590085168,82758.68547,250000
38973,43671.78211307696,82835.54144,250000
17920,45989.79881178266,82849.36695,250000
56050,63295.76868676382,82905.12115,250000
71151,19795.936300946705,83568.57572,250000
15996,76375.54056054537,83864.74234,250000
50510,21097.454294526968,83866.67628,250000
43701,31231.939889711703,83943.88571,250000
24819,39384.06974184866,85046.6995,250000
45610,72840.41448221885,85070.4041,250000
33373,24318.68262128427,85714.76799,250000
60015,38412.78706517065,85723.22883,250000
75514,15522.125024634375,86347.05982,250000
21336,36355.73858,87208.6073,250000
34666,22790.97037017925,87592.81843,250000
27436,4714.0044558118125,87877.08112,250000
23072,20635.707616495405,88251.75827,250000
53606,13937.720294924968,88490.52889,250000
15876,27391.309513007764,88565.73842,250000
45678,60283.50765,88582.59564,250000
40548,86497.87452362209,88788.28522,250000
18514,7856.120548609877,89880.63029,250000
30481,30275.322496058034,90721.51226,250000
36246,13984.38147039343,91042.35844,250000
12397,60346.83844606445,91237.09279,250000
71184,21298.93911917663,91454.48471,250000
49503,45774.83080670064,91573.7145,250000
38765,10811.46757,91672.42653,250000
52108,75099.95701354707,91848.3292,250000
22178,39759.56188907807,92117.14913,250000
24979,98377.10978273858,92126.35086,250000
60774,10210.121744057795,92402.38369,250000
35696,75678.03128504581,92636.77571,250000
66128,22633.423714588433,92771.88549,250000
91641,14935.010262073143,93552.97908,250000
15428,71251.04219179027,94275.09466,250000
66386,46397.42671294072,95022.37203,250000
49675,45777.55969124803,95180.49578,250000
90775,58996.123279053136,95508.96034,250000
14170,17288.08153194343,96866.05457,250000
122755,17757.020733648373,97047.33736,250000
27076,48808.28768997551,97146.37455,250000
34376,12079.039129367115,99378.25762,250000
27019,31589.19201282254,115619.2805,250000
47325,100037.40199824024,10001.536759287566,250000
26406,21702.319485038573,10008.301465159693,250000
78384,33947.98398569667,10014.81448818333,250000
103921,71936.59983066664,10017.311826063455,250000
78904,30217.93428671123,100190.3456297345,250000
12543,63363.76705262096,10020.459240447455,250000
23849,9780.579128210435,10024.704373581839,250000
92971,12724.597499620835,10030.486229582875,250000
54560,21802.580186138734,100371.31209492311,250000
11016,43654.41092164999,100385.03386994464,250000
44426,8106.045051324786,10039.545275986016,250000
46134,50411.61379374983,10041.06284985384,250000
61641,67165.15426862703,10047.520720015928,250000
27395,65240.31411738268,10053.993742424896,250000
25962,38352.09858507653,100538.8053837695,250000
32566,32883.556575010436,100561.46131420128,250000
10597,47860.127350588584,100610.2644025389,250000
115489,47101.51651405014,10063.00270341799,250000
15899,44717.040166310224,100683.84577198436,250000
50519,44553.80006977271,10073.140544135164,250000
36225,10915.218019725053,10079.464823138469,250000
42529,35048.15945751093,100810.69121588161,250000
57191,102018.93192406755,10087.004563446106,250000
19405,29699.58328323751,100878.18473978581,250000
49845,24243.35390159674,100925.30057266192,250000
30468,46304.37778833672,10094.12999238852,250000
34015,84976.56363439033,10095.479762930514,250000
98125,22145.377525997952,10102.183972361676,250000
30977,12277.224719948423,101022.54775835124,250000
47184,24680.496872296662,101095.16417624122,250000
17068,30485.151610996683,10110.992148203532,250000
134554,36346.65434607966,101127.24164421357,250000
13323,11103.631642496022,101140.32871430676,250000
111195,10912.154984325294,1012.7007750244511,250000
25065,86117.70988728457,101209.61142482805,250000
31413,35195.622410732445,10124.175093591792,250000
23999,73919.17389,101271.85159034473,250000
63473,15164.719780152565,10138.227919087984,250000
17587,91028.99218033912,10142.098687984831,250000
54816,20439.15601204544,10143.84588862772,250000
31871,20075.17132181016,101459.70416828665,250000
25576,95243.95380244062,101463.12412294031,250000
67649,25938.015672682683,10151.637922351458,250000
43004,8427.039445003928,10154.60751626358,250000
14456,49588.418226086724,101582.6040653288,250000
73312,24385.352982551616,10167.146382572317,250000
145037,27644.143890204767,10167.683499287074,250000
131783,37345.05405513533,10177.249903152042,250000
13761,57198.47948344293,101814.21266170013,250000
54188,34455.77507379018,10184.635417611438,250000
33763,22758.49140714295,10196.105723220126,250000
14731,47200.15853534675,10196.783769538833,250000
28799,36833.378782516804,10196.839667110777,250000
49425,48735.54162354587,10199.559112786455,250000
43201,84927.32613573335,102015.84747586587,250000
29717,52574.06351282885,102026.31510381452,250000
11179,53321.49846431606,102125.38611199788,250000
24497,50784.103267328566,102142.70644652244,250000
15707,19169.40461709407,102325.89380064195,250000
50145,76846.48713505096,10235.006032005078,250000
30214,32608.534342060655,102394.96957011805,250000
32208,40020.301375653275,10244.917974138287,250000
10622,50787.34560297462,102472.39931908251,250000
24225,7849.2069782790495,10248.66670025602,250000
47768,69979.00256906978,10250.808484488456,250000
74321,44042.36710363843,10251.28628170977,250000
10980,13627.58798273421,102521.29172956549,250000
117290,39290.979727284015,102527.56901675374,250000
77218,35004.88387493011,102528.74684340105,250000
119769,11867.510891217431,102536.12606719178,250000
105275,11473.87662748671,10269.17006270395,250000
15934,14746.364705983655,102731.46002676131,250000
30052,52059.09429527714,10285.720763677175,250000
52362,35562.49082904802,102917.32148197842,250000
43625,34546.74125618987,102959.59522050661,250000
30245,17834.590479027764,10302.71094098414,250000
28620,25500.69331575616,10303.405439729984,250000
41361,48709.58213199307,10304.961038862679,250000
49917,65526.21027756995,10306.816037343797,250000
22751,48638.31421647975,10312.157960017415,250000
27653,49514.50504416769,10312.330552179568,250000
31928,25267.983969314417,10315.892235413641,250000
26339,24923.81949807911,103207.61572970137,250000
23879,35891.335007018715,10330.002540967478,250000
73733,28346.226540914533,103357.49877066082,250000
10161,28574.789410078203,103421.05230946063,250000
16046,8709.436894703273,103486.60153975949,250000
26150,87689.01203507467,103492.88519078246,250000
39817,16900.094404232124,103494.67556407984,250000
25734,14730.668932488677,10364.340043979419,250000
62423,11270.46304505028,10364.453409658712,250000
27149,36267.25293189115,103663.02948483118,250000
117797,40104.88859470552,10368.593928452443,250000
31266,15431.361069498269,10372.69752276445,250000
92716,42508.54802398811,103869.98105500732,250000
28668,14681.62337841146,10388.83300511907,250000
20774,28572.81940598619,103918.92420915994,250000
34953,14971.445126498247,103929.7906619867,250000
21687,30506.643633750187,10393.921028140567,250000
34761,37223.27182122057,10401.049638988981,250000
33998,42409.22517829517,10417.964300737058,250000
10838,76211.32067587202,10418.343798636915,250000
10129,10833.715813493132,104245.30907883745,250000
20749,27847.448411254103,10428.842786506953,250000
15647,45186.34602,104283.30141537801,250000
13860,48301.51990096221,10429.790365205881,250000
92654,30437.75996945036,10434.634048139014,250000
43096,28972.895480625364,10450.037254899717,250000
75343,16302.314088135758,10451.911045887855,250000
84213,27419.63579404228,104578.01919471317,250000
53775,47079.069502823004,10467.557292711093,250000
22755,25873.486698643614,104734.00614586975,250000
91597,19066.694112359466,10475.73677026325,250000
32029,44794.99272594861,10477.727074030245,250000
27807,74105.84761,10478.469236268687,250000
19218,35594.783704477995,104796.92952879987,250000
61076,84914.41783,10480.994445523685,250000
51915,24078.52312556997,104859.75975171197,250000
21029,8873.145763,10488.13428203266,250000
20804,57962.37201697625,10493.04634184334,250000
20531,46308.65459796029,10493.57407543092,250000
14283,20561.088869122676,104988.81023896254,250000
20539,8542.179958108565,10500.474254964382,250000
68280,17975.894536112683,10508.663003823465,250000
43456,31183.698296275594,10512.384660372665,250000
78608,58406.03395901122,10525.784245712603,250000
117544,51414.521021672874,10532.774005255515,250000
53850,50872.78336619843,10535.266582873619,250000
60268,14772.340951658492,105368.10970793237,250000
30190,95797.64188545922,10542.292242286876,250000
112341,75989.3028,105432.84515406747,250000
76014,48510.82067147531,105521.22755873401,250000
32344,22747.281716200596,10555.99866206282,250000
18043,64297.41608306591,10558.077548376386,250000
48829,75504.96970236344,10559.266340465894,250000
82379,71022.26140784605,10569.883764148775,250000
12124,15969.353415725423,105713.65355031719,250000
32161,56045.53432,105739.12743136515,250000
101097,34888.19198324551,105780.22404827316,250000
38827,31109.85006097144,105829.8203925705,250000
67507,17863.982499415994,105937.1202282998,250000
10461,22943.091563501483,105960.7715958132,250000
43209,24792.451685421467,10604.635487373718,250000
44039,44667.412732187106,106117.70963130324,250000
16374,18722.829153201114,106225.18617023584,250000
52155,16901.95367203671,106233.87540412263,250000
17858,49718.17347269625,106301.08432732437,250000
69302,51864.32897237985,106351.57588158247,250000
47992,26314.96511602286,10639.592286455472,250000
62358,45445.59020416164,10642.494243906986,250000
27282,85788.41024291198,106710.73545734292,250000
47898,27790.10562088178,106773.67001452186,250000
23317,65444.97010034677,10682.299353109309,250000
144132,41360.87458306984,10698.467769667865,250000
20907,29856.216796909517,107034.8101278365,250000
35549,59844.89715696942,10708.329644433254,250000
49769,11331.418690674565,10708.976180100604,250000
56592,34713.300707491595,10712.830113372689,250000
63867,79575.50118088418,107133.4750268854,250000
11130,13455.223386668247,10715.450945088762,250000
24023,81773.60520393496,107260.90189406928,250000
57316,55406.62685884442,10735.690948186997,250000
13441,16639.219669817947,10738.192184527787,250000
19613,18722.34661610538,10739.257877524593,250000
53566,17164.023593956244,10739.516381968067,250000
41587,11369.694174821401,10744.273676598594,250000
35270,16562.528300940827,10745.182486542624,250000
20646,91076.57723848015,10745.323802555038,250000
22108,31125.550758067133,107594.15935612094,250000
74588,57786.62526758487,10763.746965903063,250000
26568,70336.63893204952,10782.86316605243,250000
127090,28751.861732481317,10787.093082168813,250000
100291,21807.974827794085,10788.932448032203,250000
12543,11041.779558004675,10789.911837220017,250000
17435,52029.437560194776,107919.4264299082,250000
63569,41978.17148729738,10795.863133536575,250000
71624,63734.11055165547,10805.326676364246,250000
37159,15639.430898934143,10818.962282252473,250000
115335,8219.524816780491,108180.59360008493,250000
35124,45374.20392211836,108241.23839768318,250000
46047,39387.38684991365,108254.35345280854,250000
22162,23793.400757416686,108293.65549837143,250000
26266,71292.71842783093,108414.58059117693,250000
21763,12090.540712634096,10843.911227208899,250000
19953,14839.380420936779,108453.40326343974,250000
56149,42416.031578913324,108471.89556345777,250000
49009,10271.598833347753,108482.96417074214,250000
72915,59332.66898523527,10859.729693041267,250000
10445,94537.56469656549,10873.719615038368,250000
33789,18150.867120077062,10874.762019640686,250000
94226,41073.40833794014,10878.343531965895,250000
99518,40636.07203249248,10894.71882944186,250000
11265,69178.40484207717,108963.17195492436,250000
16738,39663.14949462572,10925.860945908931,250000
22215,26739.89982827078,109261.42157699853,250000
56608,27202.31526720689,10935.065912961394,250000
58810,7250.8249237471355,10937.077836735843,250000
91544,13669.96068383489,10950.64115644498,250000
24776,23375.226164593176,10956.822296057071,250000
24770,22277.285471412983,109701.38170320138,250000
16647,9780.243349584121,10985.214966016074,250000
51854,18418.729132784363,11000.783607542031,250000
21043,7492.705422838011,110044.63906148601,250000
27991,64144.27468,11014.445866890048,250000
12999,43783.01141638922,110144.87655626582,250000
47840,11546.224257479205,110168.29589407453,250000
37518,25164.88183306591,110170.45877760516,250000
14427,29635.310069577725,11019.383949277275,250000
81084,51467.493405020505,11022.85307124748,250000
39195,16381.249524075654,11029.359521439714,250000
108790,12264.577262321964,11033.062699410702,250000
29761,12681.028704826676,11037.271885139164,250000
43853,15484.578085993704,11043.214113283195,250000
16543,14129.212153832972,11049.146953181214,250000
41116,16342.301676183999,110578.29375505298,250000
12782,7867.2099297963005,110658.0809044659,250000
13837,5478.569063467032,11072.696227600998,250000
19409,54205.55972185062,11081.73243921451,250000
22397,7758.718412888144,110869.5412250109,250000
22861,66096.74680909641,110953.54369764554,250000
19783,35356.268762765096,11097.832363496937,250000
32496,16810.916396571567,11101.424389360696,250000
17488,27603.65790479193,11104.383196781037,250000
91284,7512.802550567168,111143.92914726963,250000
13683,14019.294598826262,111146.5059785698,250000
86087,64165.828956695426,11119.457383675686,250000
16314,8925.946138775316,11121.045262618662,250000
60885,95900.38041,11124.320153318604,250000
16291,34507.73431466476,11130.912300866108,250000
26239,4491.050476,11131.841909070601,250000
15677,8420.697977,11141.072534583467,250000
63261,47068.660602898744,11159.186800080606,250000
85647,51726.59737426714,11161.543558421665,250000
49166,35091.743041653564,11162.915510837298,250000
62640,95412.53098,11163.536888756791,250000
33241,21294.005641235606,111644.98830901575,250000
20495,17969.79362451358,111690.1380934418,250000
79505,8160.812068481601,11175.444872473061,250000
24722,74984.27857,11182.377690411682,250000
23579,20600.078236499074,11185.778008092782,250000
31820,98351.62201059346,11186.259712552875,250000
12136,29646.841036632755,111888.48813534889,250000
37874,17513.441836942293,1119.466496188944,250000
34283,31640.38817712541,11191.605367337084,250000
10876,77388.28810134718,11191.802308879061,250000
21778,44507.126525824904,11201.209653694948,250000
39684,20649.484565949748,112024.34517569205,250000
16191,12139.152626140574,112054.54488937762,250000
72049,27456.295124502245,112131.37856885754,250000
27095,59354.056877067494,11214.187599719755,250000
28870,40124.62985978013,112226.70531172767,250000
13640,4644.559397273585,112231.69030096335,250000
11227,17219.105794302322,11226.474861340253,250000
17311,44198.92300088401,11237.103543748708,250000
59038,43532.95695729307,11239.033556896404,250000
62220,40858.35494813724,1124.3791588225595,250000
41685,75001.49680145808,11254.426633461611,250000
36318,15530.34330305533,112704.06968125635,250000
29556,85363.25093,11277.11449354297,250000
25451,50000.48794782208,11284.832007404715,250000
